Cow_ID,Day,Breed,Months after giving birth,Previous_Mastits_status,IUFL,EUFL,IUFR,EUFR,IURL,EURL,IURR,EURR,Temperature,Hardness,Pain,Milk_visibility
cow619,1,Jersey,4,1,235,270,248,290,162,210,306,275,47,1,1,0
cow926,6,Jersey,4,0,131,279,184,290,304,300,291,252,31,0,0,0
cow803,4,Jersey,6,0,162,328,224,306,179,200,182,294,30,0,1,1
cow562,4,Jersey,5,1,135,192,278,257,133,349,278,161,24,1,1,0
cow117,3,Jersey,4,0,220,201,312,383,131,234,197,203,36,0,1,0
cow663,3,Jersey,6,0,184,192,181,295,303,182,202,152,45,1,0,0
cow261,2,Jersey,5,0,282,318,269,367,256,260,202,268,39,0,0,0
cow786,3,Jersey,2,0,190,153,253,328,290,203,146,274,58,1,0,1
cow670,2,hostlene,2,0,147,330,294,208,202,319,209,356,42,1,1,1
cow515,4,Jersey,3,0,269,240,282,198,252,205,262,228,24,1,0,1
cow434,5,Jersey,4,1,245,235,248,204,184,350,127,214,26,1,0,0
cow874,5,Jersey,6,0,299,307,318,176,257,210,292,206,52,1,1,1
cow1001,1,Jersey,6,0,247,316,202,286,138,258,296,269,27,1,1,1
cow34,2,Jersey,1,1,301,281,266,343,142,224,304,191,30,0,1,1
cow324,3,Jersey,6,1,192,349,314,194,225,358,275,294,42,1,0,0
cow150,3,Jersey,6,1,299,172,287,303,274,321,167,159,26,1,0,0
cow400,2,Jersey,6,1,233,278,189,187,170,281,123,168,55,0,0,0
cow348,4,Jersey,2,1,317,247,154,227,256,207,262,214,45,0,1,1
cow993,5,Jersey,2,1,284,172,301,317,281,271,248,358,41,1,0,1
cow1094,6,Jersey,4,0,228,301,332,281,172,317,249,360,31,1,1,0
cow562,6,Jersey,5,1,284,220,236,329,258,178,227,198,53,1,0,0
cow935,3,Jersey,1,1,225,331,321,207,215,365,194,341,27,0,1,1
cow1079,5,Jersey,6,0,289,342,235,286,269,158,195,287,54,1,0,0
cow413,1,Jersey,6,1,194,187,135,316,222,218,282,310,52,1,1,0
cow730,3,Jersey,4,0,306,259,238,278,281,303,301,340,35,1,1,0
cow308,3,Jersey,5,0,254,252,176,320,274,215,203,297,30,1,0,1
cow53,5,Jersey,4,1,175,244,283,184,183,341,213,352,46,0,1,0
cow354,2,Jersey,1,1,192,261,174,349,236,262,309,186,32,1,1,1
cow746,6,Jersey,2,0,145,187,149,183,214,317,312,246,30,1,0,0
cow185,5,Jersey,2,0,215,305,220,325,175,202,121,252,24,0,0,0
cow1068,1,Jersey,1,0,287,272,144,241,151,259,188,264,47,0,1,0
cow405,5,Jersey,6,0,155,355,297,195,130,166,206,353,52,1,0,1
cow909,3,Jersey,2,0,209,312,241,386,173,279,153,192,34,0,1,1
cow621,4,Jersey,1,1,157,174,296,381,263,250,121,274,54,0,1,0
cow911,6,Jersey,2,0,319,163,231,365,264,200,308,188,58,1,1,0
cow350,1,Jersey,2,1,136,321,220,223,307,338,257,288,56,1,1,1
cow74,1,Jersey,2,1,306,370,296,284,192,277,227,155,58,1,1,1
cow997,4,Jersey,5,1,263,299,175,247,237,155,237,285,37,1,0,1
cow241,2,Jersey,5,0,214,245,214,259,177,188,173,241,51,0,0,0
cow40,4,Jersey,4,0,202,170,243,204,310,167,175,247,36,1,1,1
cow1002,3,Jersey,3,1,302,239,265,368,299,196,214,334,52,1,0,1
cow945,5,Jersey,2,1,266,303,233,314,313,183,183,273,39,1,1,0
cow951,1,Jersey,5,1,298,179,299,195,186,262,233,335,33,0,1,1
cow137,2,Jersey,5,1,156,353,275,179,324,244,264,237,33,0,0,1
cow338,2,Jersey,6,1,289,367,204,279,146,306,166,359,31,1,1,0
cow583,2,Jersey,1,1,298,369,212,233,252,186,146,172,24,1,0,0
cow229,3,Jersey,2,0,245,342,312,386,253,366,284,228,56,1,0,0
cow941,1,Jersey,2,0,163,166,264,255,150,231,227,171,40,0,0,0
cow219,5,Jersey,1,0,230,153,200,299,245,334,133,195,51,0,0,1
cow376,6,Jersey,3,0,297,231,252,282,225,296,136,280,50,0,1,0
cow408,5,Jersey,2,1,233,217,168,264,243,157,144,157,54,0,0,1
cow1064,5,Jersey,2,1,157,236,175,159,246,267,167,219,36,0,0,1
cow337,1,Jersey,6,1,169,268,234,158,182,163,313,334,27,1,0,1
cow275,6,Jersey,1,0,185,314,297,186,268,186,254,356,38,1,1,1
cow16,6,Jersey,6,1,169,322,269,210,253,322,154,299,46,0,1,0
cow105,3,Jersey,4,0,141,351,278,375,315,155,181,256,26,0,1,0
cow778,5,Jersey,6,1,135,349,301,284,144,368,128,230,55,0,1,1
cow259,4,Jersey,2,1,238,205,310,222,159,227,238,256,42,1,0,1
cow523,4,Jersey,2,1,191,167,184,227,310,204,260,154,31,1,0,1
cow869,1,Jersey,1,0,322,229,193,173,267,290,203,234,51,1,0,1
cow680,1,Jersey,3,0,303,353,131,257,235,161,221,360,28,1,1,1
cow974,6,Jersey,2,0,235,299,332,152,239,179,224,182,49,1,1,1
cow728,5,hostlene,6,1,311,156,187,368,242,357,164,226,58,0,1,0
cow436,6,Jersey,3,0,176,171,244,305,164,153,265,351,38,1,1,1
cow713,2,Jersey,4,0,136,371,316,212,130,296,154,298,49,1,1,1
cow66,3,Jersey,5,1,261,205,334,386,263,160,223,359,42,1,0,0
cow278,2,Jersey,5,0,281,328,287,367,144,212,138,256,49,1,1,0
cow847,1,Jersey,3,0,227,237,200,290,250,320,290,300,29,0,0,1
cow377,1,Jersey,2,1,303,299,298,385,150,269,165,216,46,1,1,1
cow50,4,Jersey,6,0,200,288,305,365,290,316,303,155,42,0,1,0
cow588,5,Jersey,1,1,144,223,321,295,165,223,262,182,43,1,0,0
cow876,5,Jersey,6,1,250,357,272,237,229,181,251,339,54,1,1,1
cow430,2,Jersey,4,0,231,217,292,298,292,300,141,156,33,0,0,1
cow994,1,Jersey,3,0,138,216,251,243,306,175,123,172,53,1,1,0
cow856,1,Jersey,4,0,243,321,193,348,237,338,186,326,45,1,0,0
cow425,1,Jersey,4,1,156,282,301,353,265,271,292,316,57,0,1,0
cow585,3,Jersey,6,0,217,316,200,393,161,357,139,232,31,1,1,0
cow637,6,Jersey,2,1,199,158,310,391,177,324,250,244,27,1,1,1
cow454,2,Jersey,2,0,219,165,286,225,303,336,127,351,55,1,1,1
cow168,2,Jersey,3,1,320,340,215,370,284,299,235,308,31,0,0,1
cow405,2,Jersey,1,1,184,270,327,237,289,319,269,278,39,0,0,1
cow1077,6,Jersey,3,0,258,163,234,384,162,273,171,201,28,0,0,1
cow632,4,Jersey,6,0,208,212,131,267,192,220,262,234,31,1,0,0
cow1023,2,Jersey,6,0,185,301,321,258,323,261,201,270,25,1,0,0
cow1021,2,Jersey,3,0,294,216,177,303,289,360,266,181,37,1,1,1
cow909,1,Jersey,5,0,284,230,130,196,294,343,210,223,53,0,0,0
cow674,4,Jersey,2,1,169,191,185,393,261,293,143,285,54,0,0,0
cow752,5,Jersey,2,0,236,156,207,153,260,317,222,268,38,0,0,0
cow561,3,Jersey,6,0,265,213,223,279,230,236,217,253,54,0,0,0
cow68,4,Jersey,2,0,282,261,130,280,186,161,199,209,54,0,0,1
cow113,4,Jersey,6,0,243,268,297,198,266,167,265,341,32,1,1,1
cow659,6,Jersey,2,1,235,201,285,262,170,323,220,342,25,1,0,1
cow618,4,Jersey,2,1,239,334,229,152,218,325,290,352,25,0,1,1
cow146,4,Jersey,4,1,164,210,267,354,300,191,169,258,54,0,1,0
cow736,3,Jersey,2,1,232,159,212,276,299,230,174,190,27,1,1,1
cow274,1,Jersey,4,1,315,308,331,370,250,214,226,283,26,0,0,0
cow359,4,Jersey,2,1,322,200,261,163,244,185,146,340,41,0,0,0
cow276,1,Jersey,5,1,130,191,142,376,197,331,194,194,24,1,1,0
cow660,6,Jersey,4,1,233,211,178,379,141,205,166,165,51,0,1,1
cow332,5,Jersey,3,0,317,246,290,265,146,338,207,232,44,1,1,0
cow110,6,Jersey,5,1,182,333,268,345,303,245,225,244,30,1,0,0
cow747,3,Jersey,4,1,179,275,143,356,197,210,216,160,51,1,1,1
cow649,3,Jersey,4,1,303,336,254,308,187,207,216,338,29,1,1,0
cow1093,1,Jersey,5,0,170,163,317,289,251,363,304,344,27,0,1,0
cow830,2,Jersey,4,1,306,155,171,377,282,331,188,215,49,1,1,1
cow1007,1,Jersey,5,1,243,361,219,274,244,274,208,172,29,1,0,0
cow581,2,Jersey,2,1,297,181,311,275,142,161,283,174,47,0,1,1
cow11,3,hostlene,4,0,233,300,262,299,254,201,154,332,27,0,0,0
cow616,1,Jersey,6,0,244,370,147,366,213,273,211,347,39,0,1,0
cow1059,3,Jersey,1,1,272,324,237,256,284,194,164,166,51,1,1,0
cow1097,6,Jersey,5,1,157,155,237,374,261,236,235,305,30,0,1,1
cow467,3,Jersey,2,1,173,347,190,314,180,210,272,332,27,1,0,0
cow675,1,Jersey,2,1,294,247,132,217,234,371,178,202,31,0,1,1
cow636,3,Jersey,2,0,190,352,271,191,264,363,298,286,39,1,1,1
cow355,2,Jersey,2,0,160,255,283,299,221,322,287,278,56,1,1,0
cow914,4,Jersey,5,0,249,318,264,358,205,280,272,279,56,1,0,1
cow674,2,Jersey,3,1,317,293,193,215,230,270,310,191,46,0,1,1
cow179,1,Jersey,3,0,321,294,341,197,273,372,148,205,40,0,0,0
cow281,1,Jersey,4,0,141,261,204,268,184,194,292,170,44,1,0,1
cow1024,4,Jersey,5,0,270,217,264,280,163,270,285,285,53,0,0,1
cow282,2,Jersey,5,0,193,365,142,389,202,324,271,252,46,1,1,1
cow602,4,Jersey,1,0,318,222,288,297,214,321,291,191,57,0,0,1
cow1007,5,Jersey,1,0,188,265,160,335,213,233,218,248,46,1,1,0
cow141,1,Jersey,1,1,268,263,195,167,278,320,198,247,24,0,1,1
cow54,5,Jersey,6,1,205,306,208,269,162,313,214,201,37,0,0,0
cow1022,2,Jersey,1,1,302,174,231,196,184,268,223,294,29,1,0,1
cow1067,4,Jersey,4,0,170,285,170,361,247,160,204,334,46,1,0,0
cow516,4,Jersey,2,0,132,280,270,258,279,251,282,263,58,1,0,1
cow51,4,Jersey,3,0,141,247,147,373,190,327,226,350,43,0,0,1
cow946,3,Jersey,1,1,242,261,299,321,285,183,235,352,36,0,1,1
cow142,5,Jersey,5,0,275,322,146,187,301,370,152,317,52,1,0,1
cow635,5,Jersey,3,0,311,283,170,346,158,161,290,348,32,1,1,0
cow157,6,Jersey,4,1,194,232,197,371,152,310,288,296,24,0,1,0
cow424,2,Jersey,2,0,318,198,322,316,237,191,220,284,45,0,0,0
cow815,5,Jersey,1,0,210,227,170,305,322,262,165,278,54,0,1,0
cow976,4,Jersey,3,1,286,185,178,344,250,304,260,332,37,1,0,1
cow925,2,Jersey,3,1,130,364,310,353,229,354,280,325,51,0,0,0
cow591,3,Jersey,6,0,192,188,247,197,212,251,284,174,53,0,0,1
cow607,4,Jersey,2,1,180,274,200,337,241,347,298,230,39,0,0,0
cow512,1,Jersey,3,1,279,179,237,379,279,244,222,174,47,1,1,1
cow410,2,hostlene,1,0,199,161,243,317,277,174,234,226,29,1,1,1
cow664,1,Jersey,4,0,199,275,293,358,223,201,144,280,56,1,0,1
cow684,2,Jersey,5,1,149,187,136,225,206,361,219,301,56,1,0,0
cow508,5,Jersey,1,1,230,338,240,381,188,354,174,288,27,1,0,0
cow205,5,Jersey,2,1,201,266,162,212,191,197,282,245,34,1,1,1
cow1079,6,Jersey,3,0,298,314,243,386,207,192,198,332,25,0,1,1
cow899,5,Jersey,1,1,294,184,141,373,310,270,225,357,25,1,1,1
cow681,4,Jersey,3,0,166,353,258,202,245,302,229,249,43,1,0,1
cow772,1,Jersey,2,1,155,224,189,355,179,227,281,333,37,0,1,1
cow852,3,Jersey,3,1,139,233,308,170,190,280,251,228,58,0,0,0
cow810,4,Jersey,5,0,274,177,142,286,246,284,279,290,31,0,0,1
cow267,3,Jersey,6,0,277,363,262,163,149,292,215,158,48,0,1,0
cow71,4,Jersey,1,0,249,200,175,260,152,356,254,239,46,1,0,0
cow672,3,Jersey,3,0,193,190,290,310,323,251,130,306,42,1,0,0
cow787,1,Jersey,2,0,160,180,283,384,312,235,274,243,32,0,1,1
cow322,5,Jersey,4,1,178,205,293,180,235,271,256,187,56,0,1,0
cow1024,5,Jersey,6,0,158,362,238,378,158,154,280,194,41,1,1,0
cow432,3,Jersey,6,0,252,339,307,252,270,156,221,170,52,0,0,1
cow987,6,Jersey,1,0,130,237,239,300,196,219,265,288,33,0,0,0
cow1098,1,Jersey,4,0,273,351,137,317,235,278,181,245,35,0,1,0
cow244,1,Jersey,5,0,270,261,131,243,287,313,126,307,41,1,1,1
cow463,4,Jersey,1,0,252,229,182,322,229,260,250,291,28,0,0,0
cow389,5,Jersey,1,1,190,281,302,188,133,266,126,180,31,1,0,0
cow63,3,hostlene,5,0,285,258,251,294,240,189,264,206,33,0,0,0
cow762,2,Jersey,6,0,273,234,240,335,238,281,225,198,50,0,1,1
cow937,1,Jersey,6,0,241,180,244,356,321,276,216,256,31,0,1,0
cow155,4,Jersey,1,1,147,366,329,212,170,183,213,227,49,1,0,1
cow328,1,Jersey,2,1,134,225,136,383,243,210,280,210,53,1,0,0
cow832,4,Jersey,1,0,269,159,226,327,197,178,295,332,45,0,0,1
cow934,5,Jersey,6,0,305,198,199,194,290,232,310,275,58,1,1,1
cow927,2,Jersey,5,0,261,273,311,311,289,153,247,157,42,0,1,1
cow251,3,Jersey,3,1,166,191,201,314,191,319,255,292,58,1,1,1
cow1030,3,Jersey,2,1,171,293,192,278,301,266,192,183,29,0,1,1
cow468,6,Jersey,2,1,196,176,151,358,145,162,209,286,25,1,0,1
cow82,2,Jersey,4,0,185,189,170,210,257,290,124,340,46,1,0,0
cow681,5,Jersey,5,0,253,328,191,224,206,195,301,315,26,1,1,1
cow990,1,Jersey,1,0,277,192,198,272,187,266,165,192,54,0,1,0
cow218,1,Jersey,2,0,308,285,191,182,322,159,259,279,51,0,1,0
cow826,5,Jersey,6,0,307,236,246,303,234,209,187,354,56,1,1,1
cow225,1,Jersey,1,0,234,189,209,183,136,246,167,351,33,0,1,0
cow864,3,Jersey,5,0,197,198,308,280,203,157,158,360,49,1,1,1
cow36,2,Jersey,2,1,137,337,284,180,213,264,166,178,35,1,1,1
cow671,6,Jersey,4,0,166,155,140,374,153,314,271,207,57,1,0,1
cow764,2,Jersey,6,1,222,286,333,356,225,221,308,170,57,1,0,1
cow547,4,Jersey,1,1,181,207,180,186,290,240,265,301,53,0,1,1
cow1096,1,Jersey,3,1,131,299,193,185,213,181,182,218,36,0,0,0
cow816,4,Jersey,6,0,189,306,148,319,226,287,134,351,37,1,0,0
cow605,1,Jersey,5,1,252,262,329,332,180,205,311,230,49,0,1,0
cow422,2,Jersey,3,0,309,174,193,198,305,322,121,331,33,1,1,0
cow157,3,Jersey,3,0,203,177,187,213,310,221,244,197,35,1,0,1
cow849,5,hostlene,2,1,170,265,164,274,300,342,294,304,42,0,0,1
cow175,1,Jersey,6,0,256,255,163,176,215,155,285,233,30,1,1,0
cow599,6,Jersey,2,0,235,218,301,224,261,232,155,352,48,0,0,1
cow221,3,Jersey,1,0,300,326,319,212,253,219,158,246,35,1,1,1
cow1021,5,Jersey,2,0,306,229,134,236,284,346,287,345,55,0,1,0
cow92,6,Jersey,5,0,246,367,291,368,160,218,123,351,34,1,0,0
cow857,2,Jersey,3,1,244,162,234,251,309,210,246,282,45,1,0,0
cow364,3,Jersey,5,0,136,343,330,163,135,203,190,284,50,0,1,0
cow26,4,Jersey,6,0,271,220,249,308,236,254,216,339,37,1,1,0
cow374,2,Jersey,5,1,243,368,186,198,145,277,301,172,46,0,0,1
cow165,4,Jersey,6,1,308,280,232,337,278,221,177,272,28,1,0,1
cow961,6,Jersey,6,1,138,362,292,216,292,280,242,265,42,1,1,1
cow383,2,Jersey,3,1,215,354,304,334,149,168,209,312,43,1,1,0
cow465,2,Jersey,5,1,237,184,248,219,280,271,193,268,38,0,0,1
cow513,4,Jersey,4,1,217,367,291,159,169,208,270,211,57,1,0,1
cow739,1,Jersey,6,1,165,322,257,162,238,309,253,271,33,1,1,1
cow737,2,Jersey,5,1,309,194,245,258,240,246,278,185,56,0,0,1
cow30,4,Jersey,6,0,223,259,245,327,146,222,154,266,32,0,0,1
cow947,6,Jersey,1,0,280,264,282,342,224,326,290,319,50,1,1,0
cow99,4,Jersey,5,1,322,235,285,283,324,271,280,213,38,1,1,1
cow565,1,Jersey,2,1,279,161,172,172,309,261,297,264,32,0,0,1
cow130,4,Jersey,5,0,303,307,212,363,164,223,214,237,28,1,0,1
cow884,2,Jersey,6,0,293,308,272,296,131,265,271,261,29,0,1,1
cow435,6,Jersey,3,1,303,368,336,320,174,352,128,273,38,0,0,0
cow934,2,Jersey,3,1,299,256,174,262,316,305,184,251,37,0,0,0
cow769,1,Jersey,3,1,275,170,244,275,326,269,255,334,42,1,0,0
cow59,4,Jersey,6,0,171,200,300,220,241,185,135,237,37,1,0,1
cow311,1,Jersey,2,1,266,170,313,345,170,218,122,204,51,0,1,0
cow577,6,Jersey,6,0,290,347,145,339,301,162,131,266,53,1,1,0
cow570,6,Jersey,4,0,208,261,286,368,210,361,237,155,54,0,0,0
cow975,6,Jersey,1,0,172,183,329,239,139,291,158,208,46,0,1,0
cow6,1,Jersey,1,0,166,224,149,330,138,171,282,185,56,1,0,0
cow319,3,Jersey,6,1,197,261,215,319,289,256,243,184,38,1,1,1
cow98,5,Jersey,4,1,211,338,137,298,305,305,169,236,39,0,1,1
cow1002,2,Jersey,3,1,266,290,147,380,268,369,308,348,34,1,1,0
cow102,4,Jersey,3,1,271,200,194,192,278,225,261,298,43,0,1,0
cow540,5,Jersey,1,1,302,279,132,346,163,313,199,188,39,0,1,0
cow237,2,Jersey,5,1,272,258,240,246,219,232,315,178,56,1,1,0
cow384,1,Jersey,3,0,315,304,184,391,181,240,141,346,52,1,1,0
cow497,6,Jersey,2,0,239,215,310,242,241,181,294,345,27,1,1,1
cow764,3,Jersey,5,1,179,299,269,192,207,184,173,246,36,0,0,1
cow886,6,Jersey,3,0,272,194,327,242,282,269,311,272,52,0,1,1
cow646,4,Jersey,5,0,303,339,173,211,175,177,182,213,40,1,0,1
cow151,2,Jersey,2,0,258,184,167,343,199,227,266,250,54,1,0,0
cow1100,1,Jersey,1,0,225,367,320,206,264,237,220,233,44,0,1,0
cow595,4,Jersey,5,1,207,229,163,223,318,237,187,257,34,1,0,1
cow769,3,Jersey,6,0,240,211,246,330,229,233,254,219,46,1,1,0
cow251,5,Jersey,6,0,271,359,316,305,317,242,171,329,30,0,0,0
cow55,5,Jersey,4,1,172,371,249,239,311,289,245,271,35,0,1,1
cow1070,3,Jersey,3,1,218,290,310,318,198,277,181,312,40,0,1,1
cow599,1,Jersey,5,1,171,217,190,267,237,236,259,357,31,0,1,1
cow670,1,Jersey,3,0,191,366,135,226,292,199,193,261,36,1,0,0
cow637,6,Jersey,1,1,220,179,162,168,319,172,173,268,30,1,0,0
cow1049,1,Jersey,3,0,319,264,265,165,233,341,300,313,42,1,0,1
cow344,4,Jersey,4,0,262,319,250,264,287,251,235,239,40,0,1,1
cow321,1,Jersey,3,1,157,328,246,260,326,350,133,177,50,0,1,1
cow622,6,Jersey,5,1,137,303,288,388,166,350,224,291,29,1,0,1
cow310,2,Jersey,2,0,167,183,275,383,233,181,125,354,52,1,1,0
cow501,3,Jersey,4,0,139,160,204,317,307,320,217,336,27,0,1,0
cow586,4,Jersey,3,1,172,292,212,355,291,216,257,283,48,0,0,0
cow140,1,Jersey,3,0,143,202,262,245,325,238,202,313,51,1,0,1
cow854,2,Jersey,3,0,135,336,143,305,223,314,201,353,26,1,0,1
cow235,3,Jersey,4,1,174,339,162,323,176,346,205,160,40,0,1,0
cow152,3,Jersey,4,0,259,201,195,180,281,295,174,315,53,1,1,1
cow1040,3,Jersey,6,1,182,218,157,369,315,355,226,313,55,1,0,0
cow831,1,Jersey,1,0,173,158,296,300,324,254,264,170,55,1,0,1
cow544,5,Jersey,1,0,220,363,192,386,179,316,163,260,29,0,0,0
cow130,6,Jersey,5,1,238,237,280,185,269,313,238,246,26,0,0,0
cow597,6,Jersey,2,0,213,306,152,342,156,158,304,346,55,1,0,0
cow1046,2,Jersey,4,1,218,152,308,367,131,201,227,209,33,1,0,0
cow615,2,Jersey,5,0,157,325,251,176,219,266,150,321,27,0,0,0
cow525,3,Jersey,4,1,200,217,248,225,189,286,136,283,50,1,1,0
cow362,3,Jersey,6,0,164,190,260,230,176,221,219,203,54,1,1,1
cow6,2,Jersey,4,1,308,186,268,261,317,282,154,338,34,1,1,0
cow967,4,Jersey,4,0,255,217,238,316,191,368,175,340,34,0,1,1
cow59,5,Jersey,3,0,185,316,299,274,253,208,194,336,24,0,0,1
cow539,6,Jersey,1,1,193,344,218,383,262,198,195,319,29,1,0,0
cow778,1,Jersey,6,0,273,254,258,349,305,307,258,237,57,1,1,1
cow722,6,Jersey,2,0,134,304,202,237,203,230,184,348,27,0,1,1
cow617,3,Jersey,3,0,313,274,307,186,268,348,156,157,51,0,1,0
cow112,1,Jersey,2,0,316,242,285,276,319,320,261,360,45,0,0,0
cow480,2,Jersey,5,1,293,291,268,208,193,292,183,313,39,0,1,1
cow829,3,Jersey,3,1,145,260,222,183,213,335,138,228,36,1,0,0
cow407,4,Jersey,3,1,218,176,228,264,194,221,258,318,47,0,1,0
cow496,1,Jersey,6,0,308,348,195,220,293,194,125,293,55,0,1,1
cow692,5,Jersey,2,1,267,155,153,346,259,170,303,309,29,1,1,1
cow63,5,Jersey,2,0,313,341,312,202,221,191,311,166,58,0,0,1
cow1023,1,Jersey,4,1,271,352,235,315,266,259,123,304,57,0,0,1
cow148,6,Jersey,3,1,305,260,219,270,284,347,221,176,48,1,0,0
cow1044,4,Jersey,6,1,248,286,295,309,180,368,165,355,43,1,0,0
cow152,4,Jersey,6,1,171,305,182,207,285,247,289,316,40,0,0,1
cow741,4,Jersey,5,0,277,298,203,386,213,356,218,338,39,1,1,1
cow855,3,Jersey,6,0,153,165,180,311,192,335,311,200,26,1,0,0
cow108,1,Jersey,6,1,221,276,219,168,177,253,180,343,45,0,1,1
cow307,4,Jersey,6,0,248,244,230,245,259,287,285,288,46,0,1,1
cow399,5,Jersey,5,1,219,162,264,347,265,248,303,359,37,0,0,1
cow1079,2,Jersey,3,1,221,220,308,310,180,156,240,162,28,1,1,0
cow662,6,Jersey,6,0,141,286,170,194,245,350,202,284,39,1,1,0
cow759,6,Jersey,5,1,276,182,286,245,159,312,283,311,50,0,0,0
cow59,3,Jersey,4,1,197,210,155,357,181,350,248,352,28,0,1,1
cow530,3,Jersey,5,1,148,357,277,346,326,235,190,170,40,0,1,1
cow470,2,Jersey,1,1,236,368,165,266,233,254,183,208,58,0,0,1
cow168,3,Jersey,2,0,206,360,290,196,197,173,179,159,41,1,0,1
cow627,6,Jersey,4,1,167,311,318,170,292,201,192,161,32,0,1,0
cow821,3,Jersey,3,0,167,236,162,331,161,242,219,180,25,0,1,1
cow778,2,Jersey,4,0,269,254,187,288,250,280,173,227,55,0,0,0
cow626,1,Jersey,5,1,287,222,179,182,142,327,250,238,24,0,0,1
cow366,2,hostlene,1,0,209,282,251,291,183,247,290,273,52,0,1,0
cow429,5,Jersey,4,0,189,209,220,253,233,342,240,328,42,1,1,1
cow378,6,Jersey,1,0,231,210,216,153,159,303,259,243,43,0,0,1
cow12,3,Jersey,2,0,202,301,248,253,307,171,192,244,37,1,0,0
cow170,3,Jersey,2,1,221,309,172,376,138,170,223,193,33,0,0,1
cow660,1,Jersey,2,1,204,342,212,260,156,159,190,316,45,0,1,0
cow569,2,Jersey,2,0,271,329,302,295,320,363,283,316,25,1,1,0
cow291,4,Jersey,6,0,180,351,130,257,148,369,174,244,42,0,0,0
cow214,1,Jersey,3,1,305,212,226,171,228,192,260,243,47,1,0,0
cow440,3,Jersey,4,0,201,234,269,358,250,219,294,327,46,1,1,1
cow733,6,Jersey,1,1,263,177,314,165,152,186,155,213,33,1,1,0
cow925,6,Jersey,3,0,239,218,297,256,260,165,153,295,26,1,0,1
cow957,6,Jersey,2,0,308,334,239,339,167,176,257,203,33,1,1,1
cow176,3,Jersey,6,0,134,288,324,209,315,197,206,326,30,0,0,0
cow292,2,Jersey,1,0,158,189,286,249,182,306,232,289,43,1,1,1
cow525,5,Jersey,5,1,286,337,332,309,168,358,225,330,54,1,1,1
cow1063,5,Jersey,3,1,138,356,327,361,139,176,168,301,54,0,0,1
cow22,1,Jersey,6,0,139,351,238,216,261,159,175,169,34,0,1,1
cow200,1,Jersey,6,0,263,174,178,285,293,372,144,318,47,1,1,1
cow401,2,Jersey,2,1,291,173,241,159,198,346,315,265,42,1,0,0
cow859,2,Jersey,4,1,148,289,199,194,287,229,251,317,29,1,0,1
cow539,1,Jersey,1,0,299,154,222,287,134,298,149,202,28,1,1,0
cow704,1,Jersey,4,1,296,170,334,192,160,332,192,166,29,0,1,0
cow305,3,Jersey,1,1,284,190,238,259,309,160,232,225,24,0,0,0
cow816,6,Jersey,3,0,303,249,312,213,306,363,273,232,43,1,1,0
cow916,4,Jersey,1,1,272,219,202,304,169,212,290,343,38,0,1,1
cow886,6,Jersey,4,1,294,340,160,199,199,165,121,274,25,1,1,0
cow642,3,Jersey,4,0,307,305,190,179,227,188,260,169,46,1,1,0
cow686,6,Jersey,4,1,152,161,278,189,257,211,173,274,57,0,1,0
cow1066,4,Jersey,3,0,247,179,335,213,208,251,211,261,44,1,0,1
cow15,6,Jersey,1,0,231,152,299,172,175,351,268,163,34,1,0,1
cow695,4,Jersey,6,0,157,180,194,315,299,273,164,186,34,0,0,0
cow912,4,Jersey,5,0,300,163,186,239,231,274,264,174,27,1,0,0
cow708,3,Jersey,3,0,321,321,280,390,200,364,297,300,42,0,0,1
cow380,2,Jersey,6,0,170,245,285,194,307,291,213,219,41,0,1,1
cow503,3,Jersey,6,0,194,325,200,325,210,182,190,283,54,1,0,0
cow966,3,Jersey,1,0,211,170,144,177,219,295,170,270,56,0,0,1
cow248,5,Jersey,3,1,228,286,249,299,283,372,281,309,43,0,1,0
cow244,3,Jersey,1,1,201,273,145,277,236,211,240,298,24,1,0,0
cow870,2,Jersey,5,0,206,155,205,194,288,154,129,244,53,1,0,0
cow752,5,Jersey,3,0,295,242,206,287,303,163,198,182,35,0,0,1
cow677,1,Jersey,2,0,201,282,342,207,213,225,285,181,55,1,0,1
cow238,2,Jersey,5,1,170,319,266,232,131,235,125,182,44,1,0,0
cow708,2,Jersey,1,1,277,189,246,223,133,217,299,257,42,1,0,0
cow376,4,Jersey,6,1,192,220,274,258,309,339,139,158,46,1,0,1
cow809,1,Jersey,6,1,188,301,303,346,296,304,169,313,55,0,1,1
cow191,2,Jersey,5,0,206,352,287,343,179,249,200,299,29,0,1,0
cow271,1,Jersey,5,1,131,196,207,391,163,334,204,307,55,1,1,1
cow886,1,Jersey,4,0,196,232,341,186,204,165,186,326,52,0,0,0
cow743,2,Jersey,3,0,234,190,292,296,134,371,291,356,52,0,0,0
cow839,3,Jersey,4,0,138,346,337,225,290,154,267,212,43,1,1,0
cow845,6,Jersey,5,0,225,233,162,329,219,286,294,211,44,1,0,1
cow186,3,Jersey,3,1,245,359,247,226,208,292,166,157,58,0,1,1
cow353,6,Jersey,5,0,164,212,278,254,204,214,239,229,47,0,1,1
cow410,4,Jersey,1,1,238,208,189,209,133,343,293,224,58,0,1,1
cow700,3,Jersey,3,0,165,168,265,280,301,224,296,313,44,0,1,1
cow558,1,Jersey,4,1,235,349,143,312,198,341,250,305,54,1,1,1
cow359,6,hostlene,1,0,182,250,137,298,256,336,304,284,57,0,1,1
